eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision 
410307,307,41,Haiti,16-Oct-94,16-Oct-94,1,16,10,1994,16,10,1994,4,0,Aristide supporters,,,Haitian military,,1,0,-99,2,0,Gonaives,Gonaives,1,2,2,10,3,,A voodoo priest and another person were killed and at least ten houses and five stores linked to members of the military were set on fire and a grain depot was looted.,AP,Coded as a separate event from attack on lottery kiosk on same day because this event occurred about 100 miles away from Port-Au-Prince,0,0,BS,0,19.450001,-72.683327,,
410308,308,41,Haiti,18-Oct-94,18-Oct-94,1,18,10,1994,18,10,1994,4,0,Citizens,,,Pro-army gunman,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Haitians beat up an army-linked gunman.,AP,Very little information given about event,0,0,BS,0,18.533331,-72.333344,,
410309,309,41,Haiti,20-Oct-94,20-Oct-94,1,20,10,1994,20,10,1994,7,0,Police chief,Front for the Advancement and Progress of Haiti militants,,Aristide supporters,Peasant organization members,0,0,-99,0,0,Platana,Platana,1,3,3,11,,,"A rural police chief, with the help of FRAPH, broke up a planned pro-Aristide celebration, and arrested four members of a peasants organization.",AP,,0,0,BS,0,19.31048,-72.412354,,
410310,310,41,Haiti,31-Oct-94,31-Oct-94,1,31,10,1994,31,10,1994,6,0,Bus drivers,,,Government,,1,0,-99,0,0,Port-Au-Prince and Jacmel,Port-Au-Prince,1,4,4,2,,,"Bus drivers on the route between Port-Au-Prince and the town of Jacmel, went on strike to protest new government-set fares which they said were too low to cover their expenses.",AP,"Start and end date of strike not specified, so date of article coded as start and end date",0,0,BS,0,18.533331,-72.333344,,
410310,310,41,Haiti,31-Oct-94,31-Oct-94,1,31,10,1994,31,10,1994,6,0,Bus drivers,,,Government,,1,0,-99,0,0,Port-Au-Prince and Jacmel,Jacmel,2,4,4,2,,,Bus drivers on the route between Port-Au-Prince and the town of Jacmel went on strike to protest new government-set fares which they said were too low to cover their expenses.,AP,"Start and end date of strike not specified, so date of article coded as start and end date",0,0,BS,0,18.235279,-72.536667,,
410311,311,41,Haiti,1-Nov-94,1-Nov-94,1,1,11,1994,1,11,1994,4,0,Men with knives,,,Haitian warrant officer,,1,1,1,0,0,Grand-Goave,Grand-Goave,1,3,3,14,,,A Haitian warrant officer was stabbed by two men; it is believed the two men had political motivations for the attack.,AP,"Event date not specified, first of month coded as start and end date",0,0,BS,0,18.42889,-72.770554,,
410312,312,41,Haiti,4-Nov-94,4-Nov-94,1,4,11,1994,4,11,1994,8,0,Paramilitary thugs,,,Deputy Mayor Cadet Damzal,,0,1,-99,1,0,Mirebalais,Mirabalais,1,3,3,14,,,"Deputy mayor Cadet Damzal was beheaded by men with machetes, who attacked him as he walked home.",AP,Coded as an etype 8 because local political figure target of violence and paramilitary group is believed to be behind the attack,0,0,BS,0,18.8333,-72.099998,,
410313,313,41,Haiti,4-Nov-94,4-Nov-94,1,4,11,1994,4,11,1994,4,0,Angry crowd,,,Local police,,0,1,-99,0,0,Southern town,Southern town,1,6,6,10,,,A crowd accused police officers of committing human rights abuses and mobbed their patrol vehicle.,AP,,0,0,BS,0,18.404659,-72.209007,Location estimated.,no
410314,314,41,Haiti,11-Nov-94,11-Nov-94,1,11,11,1994,11,11,1994,4,0,Students,,,Education Ministry,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,7,,,"About 2,000 students who failed their high school exams and who were angry about fraud in the grading system ransacked the Education Ministry.",AP,,0,0,BS,0,18.533331,-72.333344,,
410315,315,41,Haiti,25-Nov-94,25-Nov-94,1,25,11,1994,25,11,1994,1,0,Haitian Women's Solidarity Association,,,Government,,1,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Members of the Haitian Women's Solidarity association demonstrated to protest rapes and other violence they experienced during Haiti's three-year period of military rule.,AFP,,1,0,BS,0,18.533331,-72.333344,,
410316,316,41,Haiti,19-Dec-94,22-Dec-94,4,19,12,1994,22,12,1994,2,0,Discharged soldiers,,,Haitian military,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,,,Hundreds of discharged soldiers massed at army headquarters demanding their salary for December and payment of pensions.,AP,"Exact dates of event not given, an approximate start and end date was assigned",0,0,BS,0,18.533331,-72.333344,,
410317,317,41,Haiti,26-Dec-94,26-Dec-94,1,26,12,1994,26,12,1994,4,2,Discharged soldiers,,,Haitian military,,1,0,2,-88,2,Port-Au-Prince,Port-Au-Prince,1,1,1,2,10,,Discharged soldiers rioted then protested against the military.,Both,,0,0,BS,0,18.533331,-72.333344,,
410318,318,41,Haiti,28-Dec-94,28-Dec-94,1,28,12,1994,28,12,1994,2,4,Anti-military demonstrators,,,Haitian military,Government,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 1,500 protesters marched around the Presidential Palace, demanding that Haiti's army be disbanded; scores of demonstrators later broke into the Ministry of Commerce.",AP,,0,0,BS,0,18.533331,-72.333344,,
410319,319,41,Haiti,15-Jan-95,15-Jan-95,1,15,1,1995,15,1,1995,1,0,Unspecified grassroots organizations,,,Justice minister,,1,0,-99,0,0,Unknown,Unknown,1,-99,-99,10,,,A demonstration was called to protest the Justice Minister's loyalty to past military-backed governments.,AP,"Event date not specified, an approximated start and end date were assigned",0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410320,320,41,Haiti,1-Feb-95,1-Feb-95,1,1,2,1995,1,2,1995,2,0,Newly appointed state reporters,,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Reporters held a demonstration to protest that they were being turned into propaganda machines that were ''mouthpieces for only one man,'' meaning Aristide.",AP,"Event date not specified, so start and end date were approximated",0,0,BS,0,18.533331,-72.333344,,
410321,321,41,Haiti,11-Feb-95,11-Feb-95,1,11,2,1995,11,2,1995,4,0,Law enforcement volunteers,,,Police Station,,0,1,1,1,0,Limbe,Limbe,1,3,3,13,,,"Law enforcement volunteers angry at having failed entry tests for a new police academy ransacked a police station, beat up an officer and burned him and stole weapons.",AP,,0,0,BS,0,19.70257,-72.405098,,
410322,322,41,Haiti,18-Feb-95,19-Feb-95,2,18,2,1995,19,2,1995,4,0,Prisoners,,,Haiti's judicial system,,1,1,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Prisoners angry about delays in the judicial process threw rocks and set fires, with at least 6 prisoners being injured.",AP,,0,0,BS,0,18.533331,-72.333344,,
410323,323,41,Haiti,23-Feb-95,23-Feb-95,1,23,2,1995,23,2,1995,2,0,Carnival children,,,Jimmy Carter,,0,0,-99,0,0,Unknown,Unknown,1,-99,-99,11,8,,Carnival children protested against Jimmy Carter.,AP,,0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410324,324,41,Haiti,5-Mar-95,5-Mar-95,1,5,3,1995,5,3,1995,8,0,Gunmen,,,Pro-Aristide legislator,,1,0,-99,1,0,Unknown,Unknown,1,-99,-99,14,,,A pro-Aristide legislator was killed in an ambush by gunmen.,AP,,0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410325,325,41,Haiti,10-Mar-95,10-Mar-95,1,10,3,1995,10,3,1995,6,0,National radio reporters,,,Government,,1,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"15 National Radio reporters stopped airing the news and held a sit-in, demanding democratic reform of their state-run newsroom.",AP,,0,0,BS,0,18.533331,-72.333344,,
410326,326,41,Haiti,14-Mar-95,14-Mar-95,1,14,3,1995,14,3,1995,9,0,Gunmen,,,Socialist Philippe Stevenson,,0,0,-99,0,0,Unknown,Unknown,1,-99,-99,1,,,Gunmen shot and wounded prominent socialist Philippe Stevenson in what was seen as an attempt to intimidate his party from participating in upcoming elections.,AP,,0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410327,327,41,Haiti,15-Mar-95,15-Mar-95,1,15,3,1995,15,3,1995,4,0,Unknown assailants,,,Young man,,0,0,-99,1,0,Unknown,Unknown,1,-99,-99,13,,,A young man was killed because he witnessed a robbery.,AP,"Event date not specified, so middle of month coded as start and end date",0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410328,328,41,Haiti,17-Mar-95,17-Mar-95,1,17,3,1995,17,3,1995,4,0,Gunmen,,,Cement depot owner and his family,,0,0,-99,4,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Gunmen killed a cement depot owner and his three daughters.,AP,Included in the dataset because this event seems politically motivated because man was not robbed,0,0,BS,0,18.533331,-72.333344,,
410329,329,41,Haiti,20-Mar-95,20-Mar-95,1,20,3,1995,20,3,1995,1,4,Unspecified grassroots organizations,,,Government,,1,0,3,0,0,Cap-Haitien,Cap-Haitien,1,2,2,2,3,10,Hundreds of demonstrators threatened to torch food warehouses unless the cost of living was lowered and demanded that bureaucrats loyal to past military-backed governments be removed from office.,Both,,0,0,BS,0,19.73704,-72.206772,,
410330,330,41,Haiti,21-Mar-95,21-Mar-95,1,21,3,1995,21,3,1995,8,0,Gunmen,,,Cpl. Beauville Ocean,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Cpl. Beauville Ocean was shot twice by gunmen.,AP,,0,0,BS,0,18.533331,-72.333344,,
410331,331,41,Haiti,22-Mar-95,22-Mar-95,1,22,3,1995,22,3,1995,4,0,Gunmen,,,Former army officer,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,A former army officer was shot in the head twice as he walked out of his cement depot business.,AP,Included in the dataset because this event seems politically motivated because officer was not robbed,0,0,BS,0,18.533331,-72.333344,,
410332,332,41,Haiti,23-Mar-95,23-Mar-95,1,23,3,1995,23,3,1995,2,0,Anti-government protesters,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,3,9,"About 1,000 demonstrators took to the streets to protest the high cost of living and inadequate public safety.",AFP,,0,0,BS,0,18.533331,-72.333344,,
410333,333,41,Haiti,28-Mar-95,28-Mar-95,1,28,3,1995,28,3,1995,4,0,Unknown assailants,,,Former top official of Haiti's 1991 military coup government,,1,0,-99,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,A former top official of Haiti's 1991 coup government was machine-gunned to death along with another person after announcing the formation of a new political party.,Both,,0,0,BS,0,18.533331,-72.333344,,
410334,334,41,Haiti,7-Apr-95,11-Apr-95,5,7,4,1995,11,4,1995,4,0,Unemployed Haitians,,,United Nations peacekeepers,Government,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,2,,Haitians rioted to demand improved services.,AP,,0,0,BS,0,18.533331,-72.333344,,
410335,335,41,Haiti,13-Apr-95,13-Apr-95,1,13,4,1995,13,4,1995,4,0,Armed assailants,,,Food convoy,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,A food convoy was attacked by men armed with picks and machetes and led to the hospitalization of six drivers.,AFP,"Event date not specified, so date of article coded as start and end date",0,0,BS,0,18.533331,-72.333344,,
410336,336,41,Haiti,13-Apr-95,13-Apr-95,1,13,4,1995,13,4,1995,4,0,Armed assailants,,,French food convoy,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,A French food convoy was attacked and looted.,AFP,"Event date not specified, so date of article coded as start and end date",0,0,BS,0,18.533331,-72.333344,,
410337,337,41,Haiti,17-Apr-95,17-Apr-95,1,17,4,1995,17,4,1995,4,0,Front for the Advancement and Progress of Haiti,,,Rural election bureau,,0,0,-99,0,0,La Chapelle,La Chapelle,1,3,3,1,,,"A rural election bureau was attacked by right-wing extremists carrying machetes, clubs and stones and injured 10 people, including some political candidates.",AP,,0,0,BS,0,19.426531,-72.517517,,
410338,338,41,Haiti,20-Apr-95,20-Apr-95,1,20,4,1995,20,4,1995,4,0,Armed individuals,Market merchants,,Port-Au-Prince mayor,,0,1,2,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,12,,,"20 armed individuals showed up to an outdoor market to protest efforts by the Port-au-Prince mayor's office to sack the market's director and battled to control its lucrative trade, injuring five people; four suspects were arrested.",Both,,0,0,BS,0,18.533331,-72.333344,,
410339,339,41,Haiti,28-Apr-95,28-Apr-95,1,28,4,1995,28,4,1995,4,0,Gang of men,,,Election bureau,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A gang of men attacked a bureau and took off with registration materials, including voters cards.",AP,,0,0,BS,0,18.533331,-72.333344,,
410340,340,41,Haiti,2-May-95,2-May-95,1,2,5,1995,2,5,1995,4,0,Angry mob,,,Suspected thief,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"A Haitian accused of stealing soap, bread and shampoo was beaten and stoned to death.",AP,"Exact event date not specified, date of article coded as start and end date",0,0,BS,0,18.533331,-72.333344,,
410341,341,41,Haiti,9-May-95,10-May-95,2,9,5,1995,10,5,1995,4,0,Students,,,Private schools,Government,1,1,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,2,7,,"Public school students went to private schools to force them to close in support of striking public school teachers, some threw rocks and police fired tear gas.",AP,,0,0,BS,0,18.533331,-72.333344,,
410342,342,41,Haiti,15-Jun-95,15-Jun-95,1,15,6,1995,15,6,1995,4,0,Unidentified rock thrower,,,Political candidate Rudolphe Pierre,,0,0,-99,0,0,L'Anse-a-Veau,L'Anse-a-Veau,1,3,3,1,,,Candidate Rudolphe Pierre was struck on the head by a rock.,AP,"Exact event date not specified, so middle of month coded as start and end date",0,0,BS,0,18.516701,-73.349998,"Also called ""Anse-a-Veau""",
410343,343,41,Haiti,18-Jun-95,18-Jun-95,1,18,6,1995,18,6,1995,4,0,Stone-throwing commando,,,Senate candidate,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A stone-throwing commando broke up a rally for a Senate candidate, injuring one person.",AP,,0,0,BS,0,18.533331,-72.333344,,
410344,344,41,Haiti,19-Jun-95,19-Jun-95,1,19,6,1995,19,6,1995,3,0,National Front for Change and Democracy,,,Township council candidate Gerda Colas,,0,0,1,0,0,Laborde,Laborde,1,3,3,1,,,Three men from the National Front for Change and Democracy assaulted candidate Gerda Colas.,AP,,0,0,BS,0,18.283449,-73.786301,,
410345,345,41,Haiti,19-Jun-95,19-Jun-95,1,19,6,1995,19,6,1995,8,0,Gunmen,,,Candidate Milo Gousse,,1,0,-99,1,0,Jacmel,Jacmel,1,3,3,1,,,Chamber of Deputies candidate Milo Gousse was shot and his driver was killed after gunmen blocked a highway and opened fire on his car.,AP,"Coded as central government target 1 because candidate was education ministry employee; also, coded as an etype 8 for same reason",0,0,BS,0,18.235279,-72.536667,,
410346,346,41,Haiti,22-Jun-95,22-Jun-95,1,22,6,1995,22,6,1995,4,0,Gunmen,,,Candidate Jean-Laurent Nelson,,0,0,1,0,0,Petite Riviere Bayonnais,Petite Riviere Bayonnais,1,3,3,1,,,"Two gunmen on a motorcycle drove up and opened fire at candidate Jean-Laurent Nelson, and he was struck with a machete.",AP,,0,0,BS,0,19.46533,-72.580757,,
410347,347,41,Haiti,23-Jun-95,23-Jun-95,1,23,6,1995,23,6,1995,4,0,Arsonist,,,Election bureau,,0,0,1,0,0,Unknown,Unknown,1,-99,-99,1,,,An arsonist set ablaze a provincial election bureau and destroyed voting materials.,AP,,0,0,BS,0,18.950001,-72.466667,UNKNOWN,no
410348,348,41,Haiti,23-Jun-95,23-Jun-95,1,23,6,1995,23,6,1995,4,0,Stone throwers,,,Town bureau,,0,0,-99,0,0,Artibonite District,Artibonite District,1,6,6,1,,,A town bureau was stoned.,AP,,0,0,BS,0,19.3629,-72.425812,"This location is the ""Artibonite"" province.",
410349,349,41,Haiti,24-Jun-95,24-Jun-95,1,24,6,1995,24,6,1995,4,0,Unknown attackers,,,Provincial election bureau,,0,0,-99,0,0,Borgne,Borgne,1,3,3,1,,,"An election bureau was raided, and the attackers were chased off before they could burn voting papers.",AP,,0,0,BS,0,18.966669,-72.699997,,
410350,350,41,Haiti,24-Jun-95,24-Jun-95,1,24,6,1995,24,6,1995,4,0,Unknown attackers,,,Voting station,,0,0,-99,0,0,Limbe,Limbe,1,3,3,1,,,A voting station was attacked.,AP,Very little information given about event,0,0,BS,0,19.70257,-72.405098,,
410351,351,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Gunman,,,Voting station,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"A gunman attacked a voting station, wounding an electoral worker.",AP,,0,0,BS,0,18.533331,-72.333344,,
410352,352,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Voters,,,United Nations truck,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,Voters knocked boxes of ballot papers off a U.N. truck and stamped on them.,AP,,0,0,BS,0,18.533331,-72.333344,,
410353,353,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,3,0,National Congress of Democratic Movements,,,Building housing ballots,,0,0,2,0,1,Kenskoff,Kenskoff,1,3,3,1,,,"What are thought to be members of the National Congress of Democratic Movements firebombed the building housing election ballots, and 25-36 members were arrested. ",Both,,0,0,BS,0,18.450001,-72.283333,,
410354,354,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,2,0,Voters,,,Government,,1,0,3,0,0,Bas Limbe,Bas Limbe,1,3,3,1,,,200 people staged a peaceful protest march because their names weren't on the voters' list.,AP,,0,0,BS,0,19.74444,-72.350349,,
410355,355,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Candidate,,,Electoral officials,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,A scuffle erupted at a voting station when a candidate accused electoral officials of trying to influence voters.,AP,,0,0,BS,0,18.533331,-72.333344,,
410356,356,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Unidentified persons,,,Electoral officials,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,A scuffle erupted at a voting station.,AP,Very little information given about event,0,0,BS,0,18.533331,-72.333344,,
410357,357,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Voters,,,Electoral officials,,0,0,-99,0,0,Desdunes,Desdunes,1,3,3,1,,,Protesters threw boxes of unused ballots into muddy streets after election officials announced they didn't have enough ballots to conduct the vote.,AP,,0,0,BS,0,19.289351,-72.641701,,
410358,358,41,Haiti,25-Jun-95,25-Jun-95,1,25,6,1995,25,6,1995,4,0,Voters,,,Man accused of ballot stuffing,,0,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,Policemen fired warning shots when voters began angrily accusing a man of ballot stuffing; he was arrested and no one was injured.,AP,,0,0,BS,0,18.533331,-72.333344,,
410359,359,41,Haiti,26-Jun-95,26-Jun-95,1,26,6,1995,26,6,1995,4,0,Unknown assailants,,,Chamber of Deputies candidate Jean-Charles Henoc,,0,0,-99,1,0,Anse d'Hainault,Anse d'Hainault,1,3,3,1,,,"Jean-Charles Henoc, candidate for the Chamber of Deputies, was shot twice in the head and killed.",Both,,0,0,BS,0,18.486919,-74.451103,,
410360,360,41,Haiti,27-Jun-95,27-Jun-95,1,27,6,1995,27,6,1995,8,0,Unidentified gunmen,,,Col. Dumarsais Romulus,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Col. Dumarsais Romulus, formerly a top officer in Haiti's now-disbanded army, was shot and killed.",AP,,0,0,BS,0,18.533331,-72.333344,,
410361,361,41,Haiti,1-Jul-95,1-Jul-95,1,1,7,1995,1,7,1995,4,0,Vigilantes,,,Suspected thief,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Surrounded by a crowd of about 200 people, vigilantes stoned and beat a suspected robber and cut off his left hand.",AP,,0,0,BS,0,18.533331,-72.333344,,
410362,362,41,Haiti,1-Jul-95,1-Jul-95,1,1,7,1995,1,7,1995,4,0,Gunmen,,,Care International worker Nicolas Jean Benot,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,A Haitian working for the U.S. charity Care International was killed in what appeared to be an assassination.,AP,,0,0,BS,0,18.533331,-72.333344,,
